date,region,population,google_ads_brand_impressions,google_ads_generic_impressions,display_impressions,facebook_impressions,google_ads_brand_cost,google_ads_generic_cost,facebook_cost,display_cost,conversions
2025-01-13,Vastra Gotaland County,1772821,5415,5419,135935,370186,1614.7,25412.96,16446.04,6746.02,20
2025-01-13,Vastmanland County,281158,15,65,0,0,1.18,188.82,0.0,0.0,0
2025-01-13,Vasternorrland County,241458,22,32,0,1,0.54,1112.8,0.03,0.0,2
2025-01-13,Vasterbotten County,281138,17,94,0,0,1.58,13.63,0.0,0.0,0
2025-01-13,Varmland County,283384,37,97,0,5,20.01,26.89,0.09,0.0,1
2025-01-13,Uppsala County,407912,28,81,0,0,4.65,0.0,0.0,0.0,1
2025-01-13,Stockholm County,2473307,958,1381,0,6,194.04,7903.92,0.11,0.0,5
2025-01-13,Sodermanland County,301542,18,65,0,0,2.12,172.49,0.0,0.0,1
2025-01-13,Skane County,1428626,220,611,0,3,95.71,1842.86,0.07,0.0,8
2025-01-13,Ostergotland County,472446,47,82,0,2,13.62,89.66,0.01,0.0,1
2025-01-13,Orebro County,308375,37,67,0,0,3.78,37.97,0.0,0.0,1
2025-01-13,Norrbotten County,248620,12,61,0,0,1.34,98.82,0.0,0.0,0
2025-01-13,Kronoberg County,203351,29,47,0,0,4.52,19.4,0.0,0.0,2
2025-01-13,Kalmar County,246352,28,64,0,2,1.65,72.56,0.13,0.0,1
2025-01-13,Jonkoping County,370009,32,98,0,8,3.33,294.11,0.47,0.0,1
2025-01-13,Jamtland County,132839,9,27,0,1,4.57,158.01,0.06,0.0,1
2025-01-13,Halland County,345074,147,283,3486,15397,93.92,1322.17,491.52,171.34,5
2025-01-13,Gotland County,60971,7,29,0,0,1.61,0.0,0.0,0.0,0
2025-01-13,Gavleborg County,284558,38,103,0,0,2.05,429.37,0.0,0.0,3
2025-01-13,Dalarna County,286546,34,65,0,1,6.16,194.77,0.04,0.0,2
2025-01-13,Blekinge County,157223,17,43,0,1,5.95,360.41,0.0,0.0,1
2025-01-20,Vastra Gotaland County,1772821,5078,4600,134972,334701,1616.1,27202.19,16370.95,6864.35,21
2025-01-20,Vastmanland County,281158,22,61,0,4,22.81,0.0,0.12,0.0,1
2025-01-20,Vasternorrland County,241458,15,40,0,2,1.09,177.09,0.09,0.0,0
2025-01-20,Vasterbotten County,281138,30,75,0,0,7.21,12.35,0.0,0.0,0
2025-01-20,Varmland County,283384,38,95,0,3,11.49,137.67,0.02,0.0,3
2025-01-20,Uppsala County,407912,14,80,0,1,0.87,34.12,0.02,0.0,2
2025-01-20,Stockholm County,2473307,975,1213,0,7,236.72,6477.58,0.24,0.0,7
2025-01-20,Sodermanland County,301542,19,67,0,0,1.45,91.19,0.0,0.0,1
2025-01-20,Skane County,1428626,230,517,0,6,60.35,2828.94,0.15,0.0,7
2025-01-20,Ostergotland County,472446,51,70,0,4,3.92,0.0,0.04,0.0,2
2025-01-20,Orebro County,308375,34,83,0,0,3.33,106.21,0.0,0.0,2
2025-01-20,Norrbotten County,248620,14,26,0,0,3.3,0.0,0.0,0.0,0
2025-01-20,Kronoberg County,203351,33,43,0,0,27.85,57.67,0.0,0.0,3
2025-01-20,Kalmar County,246352,36,54,0,0,4.16,81.77,0.0,0.0,1
2025-01-20,Jonkoping County,370009,38,84,0,6,5.38,61.75,0.1,0.0,4
2025-01-20,Jamtland County,132839,9,24,0,0,0.73,0.0,0.0,0.0,0
2025-01-20,Halland County,345074,153,224,2866,14571,35.5,658.55,505.75,144.21,3
2025-01-20,Gotland County,60971,6,7,0,0,0.42,0.0,0.0,0.0,1
2025-01-20,Gavleborg County,284558,43,97,0,0,5.13,714.73,0.0,0.0,2
2025-01-20,Dalarna County,286546,35,67,0,0,4.39,284.52,0.0,0.0,2
2025-01-20,Blekinge County,157223,12,44,0,0,1.11,236.54,0.0,0.0,2
2025-01-27,Vastra Gotaland County,1772821,4097,3402,135507,300504,2656.22,27154.73,15282.89,6586.19,18
2025-01-27,Vastmanland County,281158,12,68,0,4,1.32,432.45,0.12,0.0,0
2025-01-27,Vasternorrland County,241458,13,52,0,1,2.52,77.69,0.03,0.0,0
2025-01-27,Vasterbotten County,281138,43,84,0,1,4.46,38.84,0.06,0.0,0
2025-01-27,Varmland County,283384,50,107,0,2,12.52,1487.76,0.06,0.0,2
2025-01-27,Uppsala County,407912,19,79,0,4,9.71,127.72,0.29,0.0,4
2025-01-27,Stockholm County,2473307,995,1477,0,28,467.14,6367.71,0.93,0.0,12
2025-01-27,Sodermanland County,301542,16,111,0,2,5.0,460.36,0.04,0.0,1
2025-01-27,Skane County,1428626,157,481,0,18,131.22,2124.5,0.74,0.0,5
2025-01-27,Ostergotland County,472446,42,87,0,6,12.16,539.48,0.23,0.0,2
2025-01-27,Orebro County,308375,17,89,0,5,2.39,584.47,0.21,0.0,1
2025-01-27,Norrbotten County,248620,10,53,0,6,4.72,882.68,0.15,0.0,0
2025-01-27,Kronoberg County,203351,14,51,0,4,8.36,84.11,0.08,0.0,2
2025-01-27,Kalmar County,246352,22,75,0,4,12.88,133.31,0.11,0.0,1
2025-01-27,Jonkoping County,370009,24,79,0,7,8.61,98.62,0.17,0.0,1
2025-01-27,Jamtland County,132839,12,20,0,1,0.62,0.0,0.01,0.0,0
2025-01-27,Halland County,345074,153,193,2633,12895,97.54,1027.69,365.4,128.16,5
2025-01-27,Gotland County,60971,8,9,0,2,0.24,11.39,0.03,0.0,0
2025-01-27,Gavleborg County,284558,44,107,0,2,18.79,144.44,0.08,0.0,3
2025-01-27,Dalarna County,286546,34,63,0,3,23.11,72.51,0.18,0.0,1
2025-01-27,Blekinge County,157223,6,63,0,4,1.61,672.29,0.12,0.0,0
2025-02-03,Vastra Gotaland County,1772821,4979,2774,118142,283155,2795.81,23359.03,15203.23,6536.07,22
2025-02-03,Vastmanland County,281158,15,62,0,0,0.87,465.08,0.0,0.0,0
2025-02-03,Vasternorrland County,241458,19,46,0,0,11.26,200.3,0.0,0.0,2
2025-02-03,Vasterbotten County,281138,43,72,0,0,7.89,257.31,0.0,0.0,0
2025-02-03,Varmland County,283384,67,127,0,4,14.75,758.12,0.12,0.0,1
2025-02-03,Uppsala County,407912,25,70,0,2,8.01,683.92,0.09,0.0,5
2025-02-03,Stockholm County,2473307,1304,1268,0,9,570.33,7577.65,0.35,0.0,6
2025-02-03,Sodermanland County,301542,11,71,0,0,3.68,273.05,0.0,0.0,2
2025-02-03,Skane County,1428626,222,427,0,9,57.85,1956.62,0.35,0.0,8
2025-02-03,Ostergotland County,472446,56,74,0,3,6.82,111.64,0.08,0.0,1
2025-02-03,Orebro County,308375,35,75,0,0,13.68,339.29,0.0,0.0,1
2025-02-03,Norrbotten County,248620,7,34,0,1,2.93,0.0,0.0,0.0,1
2025-02-03,Kronoberg County,203351,29,38,0,2,6.99,0.0,0.08,0.0,2
2025-02-03,Kalmar County,246352,24,68,0,2,12.47,741.6,0.12,0.0,3
2025-02-03,Jonkoping County,370009,40,93,0,7,37.94,155.98,0.16,0.0,3
2025-02-03,Jamtland County,132839,7,18,0,2,1.12,0.0,0.06,0.0,0
2025-02-03,Halland County,345074,146,110,2625,12534,79.35,546.92,360.6,141.02,5
2025-02-03,Gotland County,60971,11,17,0,0,4.12,65.02,0.0,0.0,1
2025-02-03,Gavleborg County,284558,67,72,0,1,18.09,45.24,0.06,0.0,3
2025-02-03,Dalarna County,286546,22,47,0,1,1.39,40.35,0.07,0.0,0
2025-02-03,Blekinge County,157223,10,56,0,4,0.93,0.0,0.09,0.0,1
2025-02-10,Vastra Gotaland County,1772821,6058,2799,154120,274361,2571.92,18959.85,14246.78,6865.38,25
2025-02-10,Vastmanland County,281158,21,52,0,3,1.42,186.05,0.14,0.0,1
2025-02-10,Vasternorrland County,241458,24,24,0,3,1.57,123.11,0.12,0.0,1
2025-02-10,Vasterbotten County,281138,34,62,0,3,2.98,74.33,0.06,0.0,1
2025-02-10,Varmland County,283384,67,86,0,15,7.05,931.57,0.58,0.0,1
2025-02-10,Uppsala County,407912,22,66,0,10,2.53,254.25,0.39,0.0,2
2025-02-10,Stockholm County,2473307,1517,1171,0,67,614.28,6924.58,2.6,0.0,10
2025-02-10,Sodermanland County,301542,21,53,0,5,12.27,0.0,0.21,0.0,2
2025-02-10,Skane County,1428626,348,293,0,40,203.23,772.41,1.81,0.0,3
2025-02-10,Ostergotland County,472446,57,65,0,7,21.82,162.56,0.53,0.0,3
2025-02-10,Orebro County,308375,36,44,0,13,7.75,338.89,0.57,0.0,2
2025-02-10,Norrbotten County,248620,14,25,0,6,1.61,699.8,0.32,0.0,0
2025-02-10,Kronoberg County,203351,29,35,0,13,41.39,73.9,0.69,0.0,3
2025-02-10,Kalmar County,246352,23,27,0,16,5.15,123.21,0.36,0.0,1
2025-02-10,Jonkoping County,370009,41,46,0,18,51.29,0.0,0.29,0.0,2
2025-02-10,Jamtland County,132839,18,31,0,0,22.11,74.4,0.0,0.0,1
2025-02-10,Halland County,345074,166,105,3025,11824,140.71,225.68,333.98,137.34,5
2025-02-10,Gotland County,60971,8,12,0,0,0.26,0.0,0.0,0.0,0
2025-02-10,Gavleborg County,284558,63,69,0,4,14.76,76.61,0.17,0.0,1
2025-02-10,Dalarna County,286546,28,46,0,18,5.24,0.0,0.51,0.0,1
2025-02-10,Blekinge County,157223,28,33,0,10,4.33,389.72,0.42,0.0,0
2025-02-17,Vastra Gotaland County,1772821,4959,4032,164892,264131,4328.12,29882.47,13421.91,7234.17,22
2025-02-17,Vastmanland County,281158,15,114,0,44,2.7,506.61,1.48,0.0,1
2025-02-17,Vasternorrland County,241458,18,45,0,36,2.0,400.18,0.98,0.0,0
2025-02-17,Vasterbotten County,281138,25,62,0,40,11.72,53.06,1.09,0.0,1
2025-02-17,Varmland County,283384,48,126,0,62,24.32,179.44,1.51,0.0,1
2025-02-17,Uppsala County,407912,44,129,0,46,4.24,523.08,1.01,0.0,1
2025-02-17,Stockholm County,2473307,1072,1969,0,225,708.87,8877.34,6.74,0.0,10
2025-02-17,Sodermanland County,301542,17,103,0,34,4.4,242.98,1.57,0.0,1
2025-02-17,Skane County,1428626,275,634,0,203,275.19,2309.92,5.71,0.0,7
2025-02-17,Ostergotland County,472446,73,131,0,53,44.97,69.35,1.44,0.0,0
2025-02-17,Orebro County,308375,43,80,0,62,26.63,319.22,1.52,0.0,1
2025-02-17,Norrbotten County,248620,9,53,0,37,0.65,54.86,1.08,0.0,0
2025-02-17,Kronoberg County,203351,26,95,0,38,29.99,0.0,1.06,0.0,2
2025-02-17,Kalmar County,246352,27,104,0,51,22.36,145.59,1.14,0.0,3
2025-02-17,Jonkoping County,370009,56,117,0,119,31.36,308.12,2.76,0.0,2
2025-02-17,Jamtland County,132839,10,34,0,20,4.42,93.1,0.41,0.0,1
2025-02-17,Halland County,345074,168,213,3691,11511,119.98,212.95,324.64,168.62,6
2025-02-17,Gotland County,60971,9,24,0,2,0.45,18.92,0.06,0.0,1
2025-02-17,Gavleborg County,284558,38,122,0,25,5.63,97.13,0.68,0.0,1
2025-02-17,Dalarna County,286546,29,72,0,29,5.59,605.64,0.99,0.0,1
2025-02-17,Blekinge County,157223,35,81,0,46,7.71,314.58,1.18,0.0,1
2025-02-24,Vastra Gotaland County,1772821,5248,4243,166347,252918,4416.77,28735.86,12931.05,7191.56,22
2025-02-24,Vastmanland County,281158,16,67,0,11,0.49,114.96,0.45,0.0,0
2025-02-24,Vasternorrland County,241458,16,59,0,22,1.1,366.02,0.55,0.0,0
2025-02-24,Vasterbotten County,281138,16,73,0,15,3.63,90.95,0.46,0.0,1
2025-02-24,Varmland County,283384,52,89,0,32,53.85,70.09,0.83,0.0,2
2025-02-24,Uppsala County,407912,38,61,0,23,12.79,407.02,1.02,0.0,0
2025-02-24,Stockholm County,2473307,1052,1499,0,109,525.87,6690.42,3.74,0.0,9
2025-02-24,Sodermanland County,301542,14,74,0,20,8.52,103.52,0.73,0.0,1
2025-02-24,Skane County,1428626,260,467,0,99,314.08,2218.68,2.66,0.0,8
2025-02-24,Ostergotland County,472446,54,85,0,27,7.35,0.0,0.66,0.0,2
2025-02-24,Orebro County,308375,42,68,0,26,42.1,280.95,0.5,0.0,3
2025-02-24,Norrbotten County,248620,17,44,0,23,1.02,179.22,0.54,0.0,0
2025-02-24,Kronoberg County,203351,33,38,0,18,11.04,68.78,0.61,0.0,1
2025-02-24,Kalmar County,246352,21,38,0,30,7.5,96.03,0.71,0.0,3
2025-02-24,Jonkoping County,370009,50,85,0,75,63.2,226.7,2.29,0.0,3
2025-02-24,Jamtland County,132839,4,19,0,13,0.08,0.0,0.55,0.0,1
2025-02-24,Halland County,345074,161,173,3591,11251,144.87,768.11,322.15,162.49,5
2025-02-24,Gotland County,60971,6,14,0,6,0.57,0.0,0.13,0.0,1
2025-02-24,Gavleborg County,284558,42,83,0,19,12.28,356.78,0.52,0.0,0
2025-02-24,Dalarna County,286546,26,40,0,26,29.23,193.0,0.73,0.0,2
2025-02-24,Blekinge County,157223,28,65,0,12,7.9,27.71,0.27,0.0,0
